imdb_score,imdb_votes,imdb_votes_log1p,runtime,duration_minutes,release_year,desc_len,num_genres,is_show,is_classic,title,type,is_high,age_G,age_Other,age_PG,age_PG-13,age_R,age_TV-14,age_TV-G,age_TV-MA,age_TV-PG,age_TV-Y,age_TV-Y7,age_Unknown,ctry_Canada,ctry_France,ctry_India,ctry_Japan,ctry_Nigeria,ctry_Other,ctry_Philippines,ctry_South Korea,ctry_Spain,ctry_United Kingdom,ctry_United States,ctry_Unknown
7.3,216847.0,12.286951926255798,123,123,2019,136,2,0,0,El Camino: A Breaking Bad Movie,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,91043.0,11.419098185126074,123,124,2020,164,3,0,0,Eurovision Song Contest: The Story of Fire Saga,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.3,1454.0,7.282761179605593,42,60,2020,146,1,1,0,Get Organized with The Home Edit,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.1,29450.0,10.290483144360632,112,112,2020,152,2,0,0,The Call,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
7.3,17435.0,9.766292313358283,50,60,2020,149,2,1,0,Sweet Magnolias,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.2,49894.0,10.817676076318412,115,116,2019,334,3,0,0,In the Shadow of the Moon,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.6,47651.0,10.771679880919253,47,60,2020,96,3,1,0,Alice in Borderland,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.1,14464.0,9.579487217410236,43,60,2019,125,3,1,0,Raising Dion,SHOW,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.6,79674.0,11.285711139285535,94,94,2020,148,1,0,0,The Social Dilemma,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.4,7890.0,8.973478148521036,81,81,2019,229,1,0,0,Fantastic Fungi,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.4,34730.0,10.455387938873836,23,60,2019,830,3,1,0,The Promised Neverland,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.8,45971.0,10.73578779448865,88,60,2020,136,3,1,0,Dracula,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6.8,71244.0,11.17387992022989,131,133,2020,183,2,0,0,Mank,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,168919.0,12.03718050904788,127,129,2019,148,2,0,0,6 Underground,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,38870.0,10.56800375029692,93,93,2020,200,2,0,0,His House,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.4,24164.0,10.092660584279184,51,60,2019,173,3,1,0,The Dark Crystal: Age of Resistance,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.9,114127.0,11.64507590451782,74,60,2019,117,2,1,0,When They See Us,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.2,35108.0,10.466212786842876,42,60,2019,143,3,1,0,Another Life,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,30134.0,10.313442565917144,26,60,2019,147,2,1,0,Living with Yourself,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,50250.0,10.824785726220822,62,60,2019,93,2,1,0,Don't F**k with Cats: Hunting an Internet Killer,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.6,160806.0,11.987960167117809,123,124,2020,150,3,0,0,Enola Holmes,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6.4,124218.0,11.729801415847431,125,126,2019,144,1,0,0,Triple Frontier,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.6,81513.0,11.308530063617711,118,119,2020,187,1,0,0,The Midnight Sky,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,23180.0,10.051088256601693,47,60,2020,152,3,1,0,Barbarians,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.7,87891.0,11.383864067017155,113,114,2019,215,3,0,0,I Am Mother,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.4,14518.0,9.583213415483687,49,60,2019,151,3,1,0,Marianne,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7.3,96015.0,11.472270123229292,55,60,2020,363,3,1,0,The Haunting of Bly Manor,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,155135.0,11.952057430548876,125,126,2020,152,1,0,0,The Old Guard,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,35067.0,10.465044312708477,50,60,2020,115,1,1,0,Hollywood,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,31819.0,10.367850301891778,123,123,2020,422,2,0,0,The Outpost,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.8,29446.0,10.290347316318725,55,60,2020,149,3,1,0,Cursed,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.0,5597.0,8.630164670075398,54,60,2020,144,3,1,0,The Defeated,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7.8,27439.0,10.219757081839822,59,60,2019,223,2,1,0,Conversations with a Killer: The Ted Bundy Tapes,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.7,91162.0,11.420404391988814,111,110,2019,162,2,0,0,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,56459.0,10.94128770180748,21,60,2020,221,3,1,0,I Am Not Okay with This,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.3,37199.0,10.524064040261235,98,99,2020,149,3,0,0,#Alive,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
8.0,74118.0,11.213427188673098,54,60,2020,149,2,1,0,Unorthodox,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.4,5708.0,8.64979915596426,90,90,2020,213,1,0,0,The Old Ways,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,34959.0,10.461959829769471,104,105,2020,237,3,0,0,The Half of It,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.2,52180.0,10.8624737229379,106,106,2019,333,2,0,0,After,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,59836.0,10.999379477701783,118,118,2019,100,2,0,0,Dolemite Is My Name,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,29164.0,10.280724639187738,43,60,2020,152,3,1,0,Warrior Nun,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,44418.0,10.7014225848132,124,125,2019,235,2,0,0,The Professor and the Madman,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.0,47795.0,10.774697232969643,127,128,2020,228,1,0,0,Pieces of a Woman,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.1,38850.0,10.567489095490265,99,98,2019,311,3,0,0,Code 8,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.9,8502.0,9.048174321385792,102,102,2020,221,1,0,0,Jiu Jitsu,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,23706.0,10.073525642163233,50,60,2020,255,3,1,0,Away,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.5,8078.0,8.997023381479709,86,88,2019,433,1,0,0,The Wind,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.7,6989.0,8.852235835227855,54,60,2020,138,2,1,0,The Pharmacist,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,61878.0,11.032936144246143,116,116,2019,497,2,0,0,Five Feet Apart,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.2,2020.0,7.611347717403621,25,60,2020,149,3,1,0,Ghost in the Shell: SAC_2045,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,120532.0,11.6996788533415,97,98,2019,144,1,0,0,Murder Mystery,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,40447.0,10.60777247750653,121,123,2020,146,3,0,0,Rebecca,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7.0,27693.0,10.22897106221466,56,60,2019,137,2,1,0,The Society,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.8,5963.0,8.69349667588463,44,60,2019,938,3,1,0,The Untamed,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.4,70860.0,11.168475490654066,99,100,2019,437,1,0,0,Fractured,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,50236.0,10.82450708598337,156,156,2020,284,2,0,0,Da 5 Bloods,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.3,41386.0,10.630722100840211,50,60,2019,150,2,1,0,Our Planet,SHOW,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.4,3491.0,8.158229916959494,26,60,2019,144,1,1,0,The Family,SHOW,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.9,40535.0,10.609945747155743,53,60,2019,43,3,1,0,The Spy,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.7,19398.0,9.872976797331106,44,60,2019,146,3,1,0,Daybreak,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,88714.0,11.39318426335768,132,132,2019,278,1,0,0,The Highwaymen,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.199999999999998,6607.0,8.796036315200814,84,85,2020,174,1,0,0,Kiss the Ground,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.9,47603.0,10.77067207030233,108,108,2019,110,3,0,0,The Dirt,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.4,53131.0,10.880534662252394,96,97,2020,96,2,0,0,Ava,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.5,14600.0,9.588845298501564,90,90,2020,357,2,0,0,The Night Clerk,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,50275.0,10.825283105044727,94,94,2020,116,2,0,0,Ma Rainey's Black Bottom,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,52731.0,10.87297776087786,54,60,2020,191,3,1,0,Ratched,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.3,87080.0,11.374593998975705,118,119,2019,155,2,0,0,Polar,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.2,1193.0,7.085064293952548,10,60,2019,497,1,1,0,DC Super Hero Girls,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,14496.0,9.581697010450895,78,78,2020,168,3,0,0,"Yes, God, Yes",MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,26197.0,10.173438350957596,130,132,2020,175,3,0,0,The Prom,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,7135.0,8.872907674259846,34,60,2020,152,3,1,0,Dark Desire,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.3,9391.0,9.147613542067878,49,120,2020,144,2,1,0,Unsolved Mysteries,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5.2,10056.0,9.21602418844448,91,90,2020,146,2,0,0,We Summon the Darkness,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.2,21501.0,9.975901233045173,92,92,2019,255,2,0,0,Someone Great,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.8,8074.0,8.996528148090857,82,83,2019,242,3,0,0,Sweetheart,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.3,15135.0,9.62483129129166,59,60,2019,149,2,1,0,WHAT / IF,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.7,38647.0,10.562250306234242,90,90,2020,140,2,0,0,The Wrong Missy,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,31180.0,10.3475642139384,83,84,2020,407,1,0,0,David Attenborough: A Life on Our Planet,MOVIE,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.7,7971.0,8.983690681332686,113,113,2020,224,1,0,0,Skylines,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.3,49391.0,10.80754374674194,96,96,2019,311,2,0,0,The Laundromat,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.6,21104.0,9.9572652582166,76,60,2020,235,3,1,0,It's Okay to Not Be Okay,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.3,21562.0,9.978734161910666,95,100,2020,109,2,0,0,Over the Moon,MOVIE,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.6,120871.0,11.702487413419677,125,126,2019,326,1,0,0,The Two Popes,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.6,42018.0,10.645877175924472,45,60,2020,151,2,1,0,Messiah,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.1,7813.0,8.963672275615016,24,60,2020,598,2,1,0,Dorohedoro,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.7,33724.0,10.425994681075956,96,96,2019,151,2,0,0,IO,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,28355.0,10.252593926974908,108,109,2020,130,2,0,0,All the Bright Places,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.7,59491.0,10.993597128712487,112,113,2019,253,2,0,0,Velvet Buzzsaw,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.1,6145.0,8.72355674269043,56,60,2020,224,3,1,0,Cheer,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.4,16939.0,9.737432968206043,103,104,2020,218,3,0,0,The Occupant,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6.4,12799.0,9.457200449907708,44,60,2019,152,2,1,0,Wu Assassins,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.699999999999998,8508.0,9.048879705849558,50,60,2019,78,3,1,0,Greatest Events of WWII in Colour,SHOW,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.7,272.0,5.60947179518496,22,60,2019,751,1,1,0,Lego Jurassic World: Legend of Isla Nublar,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,28051.0,10.2418152096568,129,130,2019,277,2,0,0,The Red Sea Diving Resort,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.1,2556.0,7.846589975291186,28,60,2019,191,3,1,0,Green Eggs and Ham,SHOW,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7.7,7264.0,8.890823576004383,108,108,2020,188,1,0,0,Crip Camp: A Disability Revolution,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.4,21415.0,9.971893585200188,110,110,2019,267,1,0,0,American Factory,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.5,9218.0,9.129021850798594,53,60,2020,302,2,1,0,Stateless,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.9,29840.0,10.303638565820524,126,125,2019,342,2,0,0,The Wandering Earth,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.199999999999998,17735.0,9.783351751296149,48,60,2020,417,2,1,0,Caliphate,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.0,6446.0,8.77137018531062,39,60,2020,140,3,1,0,Down to Earth with Zac Efron,SHOW,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.4,20836.0,9.9444855315702,103,104,2019,142,1,0,0,Wine Country,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,31193.0,10.347981047611771,82,83,2019,320,1,0,0,Between Two Ferns: The Movie,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.5,15426.0,9.64387450001194,90,88,2019,174,1,0,0,Avengement,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.1,23216.0,10.052640047938567,57,60,2020,147,2,1,0,Jeffrey Epstein: Filthy Rich,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,17236.0,9.75481351515439,115,116,2019,145,3,0,0,The Wolf's Call,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
5.3,43732.0,10.685858244843748,91,91,2019,150,2,0,0,The Silence,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.5,1134.0,7.034387929915503,38,60,2019,140,2,1,0,Holiday Secrets,SHOW,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.8,870.0,6.769641976852503,27,60,2020,99,3,1,0,Almost Happy,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.4,1356.0,7.213031659834869,57,60,2019,148,3,1,0,Interior Design Masters,SHOW,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.8,13267.0,9.493110400066945,87,87,2019,194,2,0,0,A Shaun the Sheep Movie: Farmageddon,MOVIE,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.5,16978.0,9.739732565316013,25,60,2020,183,3,1,0,Dash & Lily,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.6,5098.0,8.536799721055155,43,60,2019,109,3,1,0,Dare Me,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.7,9306.0,9.13852208418571,106,106,2019,151,3,0,0,Atlantics,MOVIE,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.7,5447.0,8.60300384782935,85,86,2019,250,2,0,0,Last Breath,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.6,36805.0,10.51341615434514,113,114,2019,129,3,0,0,The Boy Who Harnessed the Wind,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.2,85270.0,11.3535896991213,111,111,2020,128,2,0,0,Spenser Confidential,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.7,9200.0,9.12706745278236,97,97,2019,157,3,0,0,Doom: Annihilation,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.1,10854.0,9.292381082312392,41,60,2020,216,3,1,0,October Faction,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.4,462.0,6.137727054086234,20,60,2020,141,1,1,0,Deaf U,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.7,9823.0,9.192583650386924,93,92,2019,136,1,0,0,Girl on the Third Floor,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.9,4136.0,8.327726166461412,24,60,2020,217,3,1,0,Medical Police,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.1,22838.0,10.036224879974322,114,114,2019,290,1,0,0,The Great Hack,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.4,4552.0,8.423541635334782,93,93,2019,185,1,0,0,Rocks,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.9,4435.0,8.397508348470257,38,120,2020,146,1,1,0,Selena: The Series,SHOW,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.6,16506.0,9.71153981234754,55,60,2020,114,3,1,0,White Lines,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.0,30694.0,10.331855053861595,107,105,2019,197,3,0,0,Ip Man 4: The Finale,MOVIE,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,29571.0,10.294583246676993,105,105,2020,97,2,0,0,After We Collided,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.6,13084.0,9.479221814964246,46,60,2019,134,2,1,0,The Devil Next Door,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.1,9021.0,9.107421317968342,80,60,2020,149,3,1,0,Start-Up,SHOW,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.7,5350.0,8.585038738311304,86,87,2020,79,1,0,0,The Last Blockbuster,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.4,54391.0,10.903972363206297,102,102,2019,360,2,0,0,In the Tall Grass,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6.5,7371.0,8.905444318789714,61,60,2019,151,3,1,0,Toy Boy,SHOW,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.3,22298.0,10.012297113393403,95,95,2019,142,2,0,0,Paradise Hills,MOVIE,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.4,6390.0,8.762646029650282,89,90,2020,337,1,0,0,Dick Johnson Is Dead,MOVIE,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,26355.0,10.17945123203371,83,84,2020,147,1,0,0,American Murder: The Family Next Door,MOVIE,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.6,5147.0,8.546363568716018,51,60,2020,148,1,1,0,Middleditch & Schwartz,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,5005.0,8.518392471991719,47,60,2019,161,3,1,0,The Twelve,SHOW,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.8,34477.0,10.448076718454924,98,98,2019,252,1,0,0,Eli,MOVIE,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.5,31531.0,10.358758182179798,81,81,2019,168,3,0,0,I Lost My Body,MOVIE,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
