index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,director,cast,country,date_added,rating,duration,listed_in
2083,ts83790,The Beauty Inside,SHOW,"It is a love story of Han Se-gye who is an A-list actress. She is known as a troublemaker and the object of many rumors. Her life is a mystery, but, in reality, she suffers from an unusual phenomenon. At a certain point every month, her appearance changes to a different person. She lives one week out of every month with a different appearance, and Seo Do-jae who is an executive director of an airline company. He seems perfect with an attractive appearance and intelligence but, he suffers from prosopagnosia. He hides this disability and tries hard to memorize people by their habits and mannerisms. The only face that he is able to recognize is Han Se-gyeâ€™s.",2018,TV-14,68,tt8801708,7.6,1889.0,the beauty inside,,,,,,,
2100,ts90594,Barbie: Dreamhouse Adventures,SHOW,"Barbie, her sisters, friends and neighbour Ken share vlogs filmed in her Dreamhouse.",2018,TV-Y,22,tt7661472,6.7,525.0,barbie: dreamhouse adventures,,,,,,,
2123,ts78206,Welcome to Waikiki,SHOW,"Kang Dong-Goo dreams of becoming a movie director, but he is cynical due to bad luck. Cheon Joon-Ki wanted to follow in his father's footsteps and become an actor, but he is now just a minor actor. Bong-Doo-Sik came to Seoul to become a scenario writer, but things have not been easy for him.

These 3 men run the guest house Waikiki in Itaewon, South Korea. Their guest house is facing bankruptcy and then a mysterious baby and single mother appear at Waikiki.",2018,TV-MA,64,tt7890304,8.3,2038.0,welcome to waikiki,,,,,,,
2127,ts56045,CharitÃ©,SHOW,"Berlin, 1888. After penniless Idaâ€™s life is saved at the ChariteÌ Hospital she must work off the treatment costs. While she becomes acquainted with the most brilliant physicians of this era at the world-famous hospital, the self-determined young woman discovers her passion for medicine.",2017,TV-MA,49,tt5337806,7.8,3274.0,charitã©,,,,,,,
2128,tm311995,The Battleship Island,MOVIE,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (â€˜Hashima Islandâ€™) to mine for coal, attempt to escape.",2017,PG-13,132,tt5969696,7.1,7005.0,the battleship island,,,,,,,
2138,tm420656,Reprisal,MOVIE,"Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thiefâ€™s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacobâ€™s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.",2018,R,89,tt6547170,4.2,7248.0,reprisal,,,,,,,
2153,ts75676,The Velvet Collection,SHOW,"It is the year 1967. After five happy years of marriage in New York with Alberto and their young son, Anna Ribera returns to Spain to take her project Velvet to the next level. She and Alberto had been managing all things Velvet from across the ocean and, together with their best friends and partners, had made a name for Velvet as the number one address in the world of fashion and innovation. Now they decide to take the next step and turn their reputation into a franchise, first at home, then abroad. The first step is opening shop in the other great Spanish city, Barcelona, on its world famous promenade, the Passeig de Gracia. There, the second Velvet Fashion Store is about to open its gates, managed by Ana's good friend Clara who had made it up the career ladder from seamstress to directorial assistant in the Madrid Velvet years.",2017,TV-14,57,tt6762348,7.3,1376.0,the velvet collection,,,,,,,
2160,tm351931,Patrick,MOVIE,A woman's chaotic life becomes more complicated when she inherits her grandmother's dog.,2018,PG,94,tt6542108,6.2,150.0,patrick,,,,,,,
2179,ts85515,Bangkok Love Stories 2: Innocence,SHOW,An eclectic group of men and women looking for romantic adventures in the dazzling Silom district of Bangkok. Age or profession are not a problem.,2018,,47,tt10438662,6.7,199.0,bangkok love stories 2: innocence,,,,,,,
2186,tm412273,Tig Notaro: Happy To Be Here,MOVIE,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",2018,,58,tt8342946,6.6,1327.0,tig notaro: happy to be here,,,,,,,
2188,ts80600,Luis Miguel: The Series,SHOW,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",2018,TV-14,56,tt8045690,8.0,4556.0,luis miguel: the series,,,,,,,
2200,tm245383,Te Ata,MOVIE,"The extraordinary life of Chickasaw Nation citizen Mary Thompson Fisher is given a heartfelt tribute in this moving look at a culture in transition, and the way one woman used her voice to keep Native traditions and stories alive. Raised in Indian Territory, Fisher left home to pursue her dream of becoming an actress, only to find that her true calling was at home all along. From Chautauquas to Broadway and even the White House, Fisher traveled the world performing Native American songs and stories for heads of state, American presidents, and European royalty. Featuring Chickasaw citizens both in front of and be-hind the camera, this touching portrait starring Qâ€™orianka Kilcher (â€œThe New Worldâ€) and Graham Greene honors a woman whose own story was the most inspiring one she never told. -TCFF database",2017,PG,105,tt5225360,7.4,736.0,te ata,,,,,,,
2204,tm374313,The Forgiven,MOVIE,"After the end of Apartheid, Archbishop Desmond Tutu meets with a brutal murderer seeking redemption.",2018,R,115,tt2249081,5.9,2427.0,the forgiven,,,,,,,
2206,ts75341,Final Fantasy XIV: Dad of Light,SHOW,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,2017,TV-PG,30,tt6497076,7.2,592.0,final fantasy xiv: dad of light,,,,,,,
2211,tm323195,Sarah Silverman: A Speck of Dust,MOVIE,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",2017,,71,tt6948354,6.9,3711.0,sarah silverman: a speck of dust,,,,,,,
2212,ts78789,Re: Mind,SHOW,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",2017,TV-MA,23,tt7332652,4.9,1531.0,re: mind,,,,,,,
2213,ts92825,Lego Jurassic World: The Secret Exhibit,SHOW,How the characters from Lego Jurassic World: The Indominus Escape (2016) and Jurassic World (2015) got involved with the Park.,2018,TV-Y,22,tt9322614,6.2,244.0,lego jurassic world: the secret exhibit,,,,,,,
2218,tm406831,Modest Heroes,MOVIE,"Two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",2018,PG,53,tt8223844,6.6,2646.0,modest heroes,,,,,,,
2223,tm305112,The Fortress,MOVIE,"Ancient Korea, 17th century. The powerful Khan of the Jurchen tribe of Manchuria, who fights the Ming dinasty to gain China, becomes the first ruler of the Qing dinasty and demands from King In-jo of Joseon to bow before him; but he refuses, being loyal to the Mings. On December 14th, 1636, the Qing horde invades Joseon, so King In-jo and his court shelter in the mountain fortress of Namhan and prepare to defend the kingdom.",2017,,140,tt7160176,6.8,2435.0,the fortress,,,,,,,
2225,tm363231,Godzilla: City on the Edge of Battle,MOVIE,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",2018,PG-13,105,tt8015080,5.8,4824.0,godzilla: city on the edge of battle,,,,,,,
2232,ts79409,A.I.C.O. -Incarnation-,SHOW,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. Aiko resolves to infiltrate the restricted area, escorted by a team of divers and with Yuya as her guide. When boy meets girl with the fate of humanity in their hands, what new truth will come to light?",2018,TV-14,24,tt8116380,6.3,1189.0,a.i.c.o. -incarnation-,,,,,,,
2236,tm437608,Adam Sandler: 100% Fresh,MOVIE,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",2018,R,73,tt9036126,7.5,5096.0,adam sandler: 100% fresh,,,,,,,
2243,ts78353,Misty,SHOW,"When a popular anchorwoman for a prime time news show becomes the suspect in a murder case, her estranged husband - who has worked as a prosecutor in the past but now works as a public defender - decides to defend his wife.",2018,TV-MA,71,tt7890244,8.1,596.0,misty,,,,,,,
2244,ts103638,Standup and Away! with Brian Regan,SHOW,Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018,TV-PG,25,tt9384194,5.7,390.0,standup and away! with brian regan,,,,,,,
2255,tm448122,Taylor Swift: Reputation Stadium Tour,MOVIE,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",2018,PG-13,125,tt9426852,8.3,5293.0,taylor swift: reputation stadium tour,,,,,,,
2262,ts80466,Secret Agent Selection: WW2,SHOW,"The training programme of one of World War Two's most covert organisations, the Special Operations Executive or SEO, is resurrected.",2018,,59,tt8268994,7.8,551.0,secret agent selection: ww2,,,,,,,
2263,tm266705,Giant,MOVIE,"Having fought in the First Carlist War, Martin returns to his family farm in Gipuzkoa only to find that his younger brother, JoaquÃ­n, towers over him in height. Convinced that everyone will want to pay to see the tallest man on Earth, the siblings set out on a long trip all over Europe, during which ambition, money and fame will forever change the familyâ€™s fate. A story based on true events.",2017,PG-13,114,tt5693136,6.7,4153.0,giant,,,,,,,
2264,ts80090,The Piano Forest,SHOW,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.",2018,TV-PG,26,tt8043492,7.1,883.0,the piano forest,,,,,,,
2269,tm405849,Flavors of Youth,MOVIE,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, follow the loss of youth and the daunting realization of adulthood. Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.",2018,PG-13,74,tt8176578,6.6,7206.0,flavors of youth,,,,,,,
2285,tm417440,CamarÃ³n: The Film,MOVIE,"This documentary looks back on the life of legendary flamenco singer CamarÃ³n, who went from humble roots to rock star status to a tragic early death.",2018,,104,tt8067306,7.5,303.0,camarã³n: the film,,,,,,,
2295,tm424032,My Masterpiece,MOVIE,"Arturo, the successful owner of an art gallery, and Renzo, a talented but decadent painter, are old friends who cannot stop bickering. One day, Arturo comes up with a solution to all their problems, but the plan they concoct turns out to be crazier and riskier than they originally expected.",2018,,100,tt7605922,7.1,5934.0,my masterpiece,,,,,,,
2307,tm314829,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,"Convicted killers David Sweat and Richard Matt seduce bored, restless, small town mom Joyce Mitchell who aids and abets their audacious jailbreak.",2017,,84,tt6710568,5.6,322.0,ny prison break: the seduction of joyce mitchell,,,,,,,
2309,tm295177,It's for Your Own Good,MOVIE,Three brothers-in-law try to get their daughters to dump their undesirable boyfriends.,2017,,93,tt5790492,5.5,2284.0,it's for your own good,,,,,,,
2313,tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,"Traveling in search of the rare ingredient, â€œsky fishâ€  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Blackâ€”a Demon Clan armyâ€”removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",2018,PG-13,99,tt9089294,7.1,4649.0,the seven deadly sins: prisoners of the sky,,,,,,,
2335,tm408890,YucatÃ¡n,MOVIE,Two white collar thieves compete fiercely against the other trying to steal to an old baker the millions he won on the lotto.,2018,PG,129,tt6502956,5.5,2065.0,yucatã¡n,,,,,,,
2336,tm426569,A Twelve-Year Night,MOVIE,"Uruguay, 1973. Having been crushed by the military dictatorship, surviving members of the Tupamaro guerillas are imprisoned and tortured. They must find a way to endure the coming 12 years.",2018,,122,tt6792282,7.5,9816.0,a twelve-year night,,,,,,,
2348,ts82296,My ID is Gangnam Beauty,SHOW,"This romantic comedy chronicles the life of Mirae, who has always believed that her life would be better if she were born more beautiful. After she goes under the knife, she comes out looking like the beautiful woman she has always dreamed of becoming. She feels ready to take on the world for the first time, and she falls madly in love with Seok, the perfect man. Except Seok hates people who get plastic surgery.",2018,TV-MA,63,tt8585954,7.4,3774.0,my id is gangnam beauty,,,,,,,
2361,tm350607,Escape from Mr. Lemoncello's Library,MOVIE,Can twelve 12-year-olds escape from the most ridiculously brilliant library ever created? Escape from Mr. Lemoncello's Library plunks a dozen sixth-graders into the middle of a futuristic library for a night of nonstop fun and adventure.,2017,G,69,tt5878476,5.4,440.0,escape from mr. lemoncello's library,,,,,,,
2365,ts82181,Back Street Girls: Goku Dolls,SHOW,"A group of 3 yakuza failed their boss for the last time. After messing up an important job, the boss gave them 2 choices: honorably commit suicide, or go to Thailand to get a sex reassignment surgery in order to become ""female"" idols. After a gruesome year training to become idols, they successfully debut, with overwhelming popularity, much to their dismay. This is where their tragedy truly begins.",2018,TV-MA,24,tt8693818,6.6,815.0,back street girls: goku dolls,,,,,,,
2371,tm344173,All I Wish,MOVIE,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",2018,G,94,tt1492705,5.2,1564.0,all i wish,,,,,,,
2387,tm311193,Seeking a Man,MOVIE,"Shams  is an Egyptian bank employee who dreams of becoming a mother and having her own baby, but the problem is that she refuses the idea of marriage. Shams finds a solution to her dilemma when she meets a veterinarian called Bahgat.",2017,,100,tt6539420,6.3,602.0,seeking a man,,,,,,,
2388,tm307761,Toilet: A Love Story,MOVIE,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",2017,,155,tt5785170,7.2,20675.0,toilet: a love story,,,,,,,
2403,tm425884,They'll Love Me When I'm Dead,MOVIE,"As his life comes to its end, famous Hollywood director Orson Welles puts it all on the line at the chance for renewed success with the film The Other Side of the Wind.",2018,,98,tt6893836,7.4,4953.0,they'll love me when i'm dead,,,,,,,
2407,ts80084,Dragon Pilot: Hisone and Masotan,SHOW,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",2018,TV-14,24,tt8528256,6.9,494.0,dragon pilot: hisone and masotan,,,,,,,
2422,tm409942,ShÃ©hÃ©razade,MOVIE,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with ShÃ©hÃ©razade, a young prostitute of whom he becomes the pimp without realizing it...",2018,,106,tt8459250,7.0,2195.0,shã©hã©razade,,,,,,,
2426,tm376015,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.",2017,,21,tt7387224,5.9,444.0,lego marvel super heroes: guardians of the galaxy - the thanos threat,,,,,,,
2429,tm409817,Sir,MOVIE,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.",2018,,99,tt7142506,7.7,6893.0,sir,,,,,,,
2443,tm244292,Bibi & Tina: Perfect Pandemonium,MOVIE,"It's perfect pandemonium when Bibi and Tina meet a runaway boy with an attitude problem, who turns out to actually be a girl, named Adea.
 Adeaâ€˜s uncle is so narrow-minded and stubborn that even with all her magic spells, Bibi can't manage to get the two to reconcile.
 Meanwhile, Falkenstein Castle is being renovated, which is driving the Count to his wits' end. Especially since Alex is planning to hold a music festival at Falkenstein and is determined to go through with it over his father's objections.
 And if all that was not enough, Tina gets kidnapped. Despite the complete chaos, one thing is clear - in the end, real change comes from everybody working and pulling together, not by magic.",2017,,110,tt5950646,4.0,457.0,bibi & tina: perfect pandemonium,,,,,,,
2466,tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,"After speaking at the Wakanda Embassy, Black Panther fights Thanos and fends him off with the help of fellow Avengers Captain America, Thor, Iron Man, Hulk, and Black Widow. After regaining conscious, Thanos is approached by Erik Killmonger and Ulysses Klaue in a plot where they will obtain the Vibranium in Wakanda to empower Thanos. When Black Panther discovers this plot, he must work with Shuri, Okoye, and the Avengers to defeat them.",2018,,22,tt8205250,5.6,551.0,lego marvel super heroes: black panther - trouble in wakanda,,,,,,,
2493,ts82419,Zac & Mia,SHOW,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,TV-14,20,tt7487358,7.8,622.0,zac & mia,,,,,,,
2501,ts80479,Clean with Passion for Now,SHOW,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",2018,TV-MA,69,tt7981562,7.0,1246.0,clean with passion for now,,,,,,,
2513,tm410298,Samouni Road,MOVIE,"In the rural outskirts of Gaza City a small community of farmers, the Samouni extended family, is about to celebrate a wedding. It's going to be the first celebration since the latest war. Amal, Fuad, their brothers and cousins have lost their parents, their houses and their olive trees. The neighborhood where they live is being rebuilt. As they replant trees and plow fields, they face their most difficult task: piecing together their own memory. Through these young survivors' recollections, Samouni Road conveys a deep, multifaceted portrait of a family before, during and after the tragic event that changed its life forever.",2018,,129,tt8397524,6.7,160.0,samouni road,,,,,,,
2527,tm273600,Kuroko's Basketball the Movie: Last Game,MOVIE,"Shortly after the Inter-High of Kagami and Kuroko's second-year, a street basketball team from the USA called Team Jabberwock came to Japan to play a friendly match against a Japanese college-level street basketball team, Team Strky. Despite their best efforts, Strky is brutally crushed by Jabberwock. After the match, the Jabberwock players insult the players from Strky and all of Japanese basketball, claiming Strky's basketball was at the same level as monkeys and telling the players and crowds to quit playing basketball and kill themselves.  As a revenge match, Kagetora assembles a dream team of all members of Generation of Miracles plus Kuroko Tetsuya and Kagami Taiga, along with bench players HyÅ«ga Junpei, Takao Kazunari, and Wakamatsu KÅsuke, forming Team Vorpal Swords, with the hopes of reclaiming the pride of Japanese basketball.",2017,,90,tt6728390,7.7,2445.0,kuroko's basketball the movie: last game,,,,,,,
2532,tm309903,The Little Vampire 3D,MOVIE,"Based on the characters from the bestselling novels by Angela Sommer-Bodenburg, tells the story of Rudolph, a thirteen year old vampire, whose clan is threatened by a notorious vampire hunter. He meets Tony, a mortal of the same age, who is fascinated by old castles, graveyards and - vampires. Tony helps Rudolph in an action and humor packed battle against their adversaries, together they save Rudolph's family and become friends.",2017,,83,tt4729560,5.4,1687.0,the little vampire 3d,,,,,,,
2533,tm424888,Armed to the Teeth,MOVIE,"The parents of two young men assassinated in the drug trafficking war, looking to clean the names of their sons accused of being hired assassins armed to the teeth.",2018,,108,tt7609436,7.9,634.0,armed to the teeth,,,,,,,
2537,tm331117,Carbone,MOVIE,"In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",2017,,104,tt6183834,6.5,2550.0,carbone,,,,,,,
2541,tm411467,Dany Boon: Des Hauts-De-France,MOVIE,"Dany Boon says farewell to the stage after 25 years of comedy. For the last time, Dany Boon paints his absurd scenes, colorful characters, life struggles and takes us to his homeland: north of France.",2018,,90,tt8352124,6.2,91.0,dany boon: des hauts-de-france,,,,,,,
2542,tm416620,QuiÃ©n te cantarÃ¡,MOVIE,"Lila, a famous retired singer, loses her memory after suffering an accident, just as she planned her return to the stage.",2018,,125,tt6485304,6.9,2854.0,quiã©n te cantarã¡,,,,,,,
2559,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo GuzmÃ¡n, the worldâ€™s most-wanted drug lord.",2017,TV-MA,55,tt7334894,6.8,1073.0,the day i met el chapo: the kate del castillo story,,,,,,,
2566,tm327652,"Roxanne, Roxanne",MOVIE,"The most feared battle emcee in early-'80s NYC was a fierce teenager from the Queensbridge projects with the weight of the world on her shoulders. At age 14, hustling the streets to provide for her family, Roxanne ShantÃ© was well on her way to becoming a hip-hop legend.",2017,,98,tt5796838,6.2,3173.0,"roxanne, roxanne",,,,,,,
2569,tm416458,The Insomnia Club,MOVIE,Three people with insomnia get together at a supermarket where they share their experiences.,2018,PG-13,84,tt6719840,6.2,497.0,the insomnia club,,,,,,,
2571,ts79086,Mariposa de barrio,SHOW,"This drama reveals the difficult rise to fame of the Mexican-American singer Jenni Rivera, from her past of abuse to success as a band leader.",2017,TV-MA,46,tt6834120,7.6,238.0,mariposa de barrio,,,,,,,
2592,tm365670,PerÃº: Tesoro Escondido,MOVIE,"PerÃº: tesoro escondido is a documentary genre film about the secrets of PerÃº. The millinery culture of their ancestors, the beautiful landscapes, the tourist places and other places not yet discovered by the tourism and culinary culture, one of the richest in the world, stands out in this story. The documentary tells a story of a journey through culinary culture, beaches, the Amazon and the cultural heritage of the civilizations that inhabited Peru. Throughout the film, part of the geography and society of Peru is portrayed. The documentary focuses on five main areas: culinary culture, beaches, the Cordillera, the Amazon and the cultural heritage of ancient civilizations. This story focuses on highlighting the best known icons of the country, such as Machu Picchu, and others not so well known and difficult to access. The film is dressed with impressive images of the Ica desert and the sunrise in the Amazon jungle.",2017,,76,tt7679306,6.1,515.0,perãº: tesoro escondido,,,,,,,
2597,tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,"Members of SWORD win against Wangan Rengogun, which is led by Kohaku (Akira). The city becomes peaceful again.  Nevertheless, the most brutal gangs, Doubt and Prison Gang, appear. They try to dominate the area controlled by SWORD.",2017,,124,tt7099076,7.1,396.0,high&low the movie 2: end of sky,,,,,,,
2600,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,"Michalina Wislocka, the most famous and recognized sexologist of communist Poland, fights for the right to publish her book, which will change the sex life of Polish people forever.",2017,,121,tt5805298,7.1,3690.0,the art of loving: story of michalina wislocka,,,,,,,
2606,tm429186,Up Among the Stars,MOVIE,"VÃ­ctor is a film director who is overcome by his own misfortunes. He is an alcoholic, unemployed and terribly depressed, largely because of the death of his wife. However, Victor is still the best in one thing: telling fantastic stories to his nine-year-old son, Ingmar. These stories are each of the scripts he dreams of directing in the future, when he gathers all the necessary resources. Victor and Ingmar share a present full of sadness and precariousness, but also full of robots and locations of films they have seen together. Despite forming a great team, their problems will multiply when others begin to question their role as a father.",2018,,86,tt6984530,6.2,496.0,up among the stars,,,,,,,
2616,tm372486,All Good,MOVIE,"If you donâ€˜t see things as a problem, you donâ€˜t have one. This is the attitude Janne is trying to maintain towards the fact of being raped by the brother-in-law of her new boss. In the aftermath of her private bankruptcy, she needs a job and hates the idea of being a victim. Still, remaining silent about the incident has its consequences.",2018,,93,tt7776430,6.5,1416.0,all good,,,,,,,
2630,tm350116,B. A. Pass 2,MOVIE,"B. A. Pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life.",2017,,136,tt8581230,2.2,475.0,b. a. pass 2,,,,,,,
2631,tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,"Solomon Mahlangu is a Mamelodi township schoolboy-hawker who, after the events of June 16th joins the military wing of the ANC to fight against the brutal oppression of the Apartheid regime and ends up becoming an icon of South Africa's liberation.",2017,,106,tt5560694,6.5,309.0,kalushi : the story of solomon mahlangu,,,,,,,
2632,tm418894,Franco Escamilla: Por La AnÃ©cdota,MOVIE,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences -- and he's willing to do anything for new material. He's not afraid to make generalizations about how men bathe. But he is scared to talk to strangers. Especially at funerals.,2018,,66,tt8467922,6.9,302.0,franco escamilla: por la anã©cdota,,,,,,,
2647,ts79585,Dinotrux: Supercharged,SHOW,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017,TV-Y7,23,tt7620702,7.5,94.0,dinotrux: supercharged,,,,,,,
2648,tm351201,In the Family,MOVIE,"The neurotic Fikret and tavern singer Solmaz, whose 21 year long relationships end on the same day, meet through a funny coincidence. When Solmaz's daughter Zeynep decides to marry her lover from Adana, the ever-fearful Fikret ends up having to play the role of his life. Intended at first to be kept in the family, the wedding becomes a much bigger event upon the insistence of the groom's relatives. Can our heroes come to terms with the traditional Adana family who carry guns and own a kebab restaurant chain, and see the wedding through without mishaps?",2017,PG-13,124,tt7642818,7.7,23297.0,in the family,,,,,,,
2651,ts76540,Dennis & Gnasher Unleashed!,SHOW,"An animated series about a 10-year-old much-loved mischief-maker Dennis, his fearless friends and their hometown.",2017,TV-Y7,13,tt7081512,7.3,82.0,dennis & gnasher unleashed!,,,,,,,
2653,tm412489,Dear Son,MOVIE,Extremism slices through a Tunisian family with the realization that their teenage son has become an ISIS fighter.,2018,,100,tt7537960,6.5,388.0,dear son,,,,,,,
2654,tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,"Quebec, 1956. The impulsive and headstrong Nelly Maloye, a novice private eye, joins the methodical and pragmatic Simon Picard, a research scientist in a dubious quest to prove the existence of the elusive Yeti. The brave-hearted heroes come face-to-face with countless dangers during their trek through the heart of the Himalayas.",2017,,84,tt5433884,5.1,434.0,mission kathmandu: the adventures of nelly & simon,,,,,,,
2657,tm364206,Ex-Shaman,MOVIE,"Ever since their first contact with the Western world in 1969 the Paiter SuruÃ­, an indigenous people living in the Amazon basin, have been exposed to sweeping social changes. Smartphones, gas, electricity, medicines, weapons and social media have now replaced their traditional way of life. Illness is a risk for a community increasingly unable to isolate itself from the modernization brought by white people or the power of the church. Ethnocide threatens to destroy their soul. With dogged persistence, Perpera, a former shaman, is searching for a way to restore the old vitality to his village.",2018,,81,tt7754564,7.1,245.0,ex-shaman,,,,,,,
2659,ts84555,The Unknown Hitman: The Story of El Cholo AdriÃ¡n,SHOW,"Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",2017,TV-MA,49,tt6524440,6.7,144.0,the unknown hitman: the story of el cholo adriã¡n,,,,,,,
2669,tm995893,The Crossing,MOVIE,Three Palestinian siblings eagerly attempt to visit their bedridden grandfather who resides on the other side of the separation wall.,2017,,10,tt7466040,7.5,,the crossing,,,,,,,
2680,tm295558,The Grown-Ups,MOVIE,"A group of friends with Down Syndrome have been attending the same school for 40 years, and they are tired of being treated like children, they are grown-ups and want to live as such.",2017,,82,tt6618178,7.6,251.0,the grown-ups,,,,,,,
2684,tm414746,Carlos Ballarta: furia Ã±era,MOVIE,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,2018,,62,tt7607318,7.2,212.0,carlos ballarta: furia ã±era,,,,,,,
2685,tm432327,C/o Kancharapalem,MOVIE,"From a schoolboyâ€™s crush to a middle-aged bachelorâ€™s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",2018,PG,152,tt7391996,9.0,6562.0,c/o kancharapalem,,,,,,,
2688,tm492277,Semesta,MOVIE,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.",2018,,88,tt9097372,7.3,111.0,semesta,,,,,,,
2690,tm407318,SofÃ­a NiÃ±o de Rivera: Natural Selection,MOVIE,"If it were up to this Mexican comedian, marriage proposals would occur in the middle of a couple's biggest argument.",2018,,61,tt7607378,6.9,237.0,sofã­a niã±o de rivera: natural selection,,,,,,,
